timestamp,case,phase,available_mib
2026-07-05T02:27:43Z,core-ai-sdks,before,3750
2026-07-05T02:27:47Z,core-ai-sdks,after,3629
2026-07-05T02:27:47Z,convex-cli-sdk,before,3629
2026-07-05T02:27:51Z,convex-cli-sdk,after,3565
2026-07-05T02:27:51Z,agent-protocol,before,3565
2026-07-05T02:27:58Z,agent-protocol,after,3475
2026-07-05T02:27:58Z,ts-agent-tooling,before,3475
2026-07-05T02:28:01Z,ts-agent-tooling,after,3426
