timestamp,case,phase,available_mib
2026-07-05T02:29:01Z,core-ai-sdks,before,3628
2026-07-05T02:29:06Z,core-ai-sdks,after,3566
2026-07-05T02:29:06Z,convex-cli-sdk,before,3566
2026-07-05T02:29:10Z,convex-cli-sdk,after,3496
2026-07-05T02:29:10Z,agent-protocol,before,3496
2026-07-05T02:29:15Z,agent-protocol,after,3413
2026-07-05T02:29:15Z,ts-agent-tooling,before,3412
2026-07-05T02:29:18Z,ts-agent-tooling,after,3361
