timestamp,case,phase,available_mib
2026-07-05T02:26:43Z,core-ai-sdks,before,3719
2026-07-05T02:26:47Z,core-ai-sdks,after,3665
2026-07-05T02:26:47Z,convex-cli-sdk,before,3665
2026-07-05T02:26:52Z,convex-cli-sdk,after,3594
2026-07-05T02:26:52Z,agent-protocol,before,3594
2026-07-05T02:26:57Z,agent-protocol,after,3524
2026-07-05T02:26:57Z,ts-agent-tooling,before,3524
2026-07-05T02:27:00Z,ts-agent-tooling,after,3468
